id,source_id,source_cutoff,question_text,trigger_span,answer_text,answer_span,answer_score,snippet_has_arg1_of,trigger_has_arg1_of,answer_has_arg2_of
homeless.S48.Q3,homeless,3982,What are they rebelling against?,"[3971, 3980]",,,1.0,[],[],[]
homeless.S40.Q3,homeless,3233,Why do you understand the law so well?,"[3209, 3232]",He's watched people go to jail or receive citations.,"[3290.0, 3330.0]",5.0,['Explicit:Contingency.Cause.Reason'],['Explicit:Contingency.Cause.Reason'],"['AltLex:Hypophora', 'Explicit:Contingency.Cause.Reason', 'Explicit:Expansion.Disjunction']"
homeless.S22.Q4,homeless,1758,How do they eat?,"[1645, 1673]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
homeless.S24.Q4,homeless,2013,Is it dangerous being a hobo?,"[1922, 1947]",liberation and freedom,"[2184.0, 2206.0]",3.0,[],[],['EntRel:nan']
homeless.S26.Q4,homeless,2208,Are the hobos happy?,"[2138, 2162]",they take advantage of the perks of a wasteful society,"[2370.0, 2389.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
homeless.S28.Q4,homeless,2551,Do hobos get sick or unhealthy?,"[2514, 2549]",,,2.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
homeless.S17.Q4,homeless,1514,Where can we find them?,"[1283, 1322]",riding the highways and freight trains,"[1575.0, 1592.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Conjunction']"
homeless.S33.Q3,homeless,2831,How do they make a living?,"[2556, 2583]",They are homeless living on the streets.,"[3002.0, 3010.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Conjunction']"
homeless.S38.Q3,homeless,3154,Where do they go?,"[3092, 3122]",Some of these people go to jail.,"[3304.0, 3308.0]",3.0,[],[],"['AltLex:Hypophora', 'Explicit:Contingency.Cause.Reason']"
homeless.S1.Q4,homeless,123,Where would you run to?,"[113, 121]",across territory lines,"[429.0, 443.0]",4.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']"
homeless.S5.Q4,homeless,347,How was your life after childhood?,"[326, 345]",joining and journaling nomadic lives,"[822.0, 852.0]",4.0,"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']","['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Comparison.Similarity', 'Explicit:Expansion.Conjunction']"
homeless.S7.Q4,homeless,543,Then what would happen?,"[509, 529]",opportunities for adventure presented,"[622.0, 643.0]",5.0,['AltLex:Temporal.Asynchronous.Precedence'],['AltLex:Temporal.Asynchronous.Precedence'],"['Explicit:Comparison.Concession.Arg2-as-denier', 'AltLex:Temporal.Asynchronous.Precedence', 'Explicit:Expansion.Conjunction']"
homeless.S46.Q4,homeless,3826,What will happen if people aren't given their dignity in their labor?,"[3711, 3737]",People will seek their own freedom.,"[3893.0, 3936.0]",4.0,[],[],['NoRel:nan']
homeless.S48.Q4,homeless,3982,In what ways will they rebel?,"[3971, 3980]",,,1.0,[],[],[]
homeless.S9.Q4,homeless,909,What have you learned from this experience?,"[866, 882]",wanderers wishes,"[921.0, 934.0]",4.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
homeless.S11.Q4,homeless,1038,What has this dream taught you?,"[938, 970]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
homeless.S13.Q4,homeless,1230,What other impressions exist?,"[1118, 1129]",living their lives as they see fit,"[1324.0, 1358.0]",4.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],"['Explicit:Comparison.Contrast', 'Explicit:Expansion.Conjunction']"
homeless.S42.Q4,homeless,3483,Why would they choose that life?,"[3443, 3481]",There are many reasons why they would choose such a life.,"[3574.0, 3616.0]",3.0,[],[],['AltLex:Hypophora']
homeless.S44.Q4,homeless,3702,What is that single word?,"[3687, 3700]",Freedom,"[3702.0, 3709.0]",5.0,[],[],"['AltLex:Hypophora', 'Explicit:Comparison.Concession.Arg2-as-denier']"
homeless.S30.Q4,homeless,2776,"Who is ""they""?","[2551, 2555]",The homeless,"[3002.0, 3010.0]",5.0,['Implicit:Contingency.Cause.Reason'],[],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Conjunction']"
homeless.S37.Q4,homeless,3022,What laws are they talking about?,"[2961, 2984]","Its illegal to sit on the street, cover up with a blanket, sleep in your own car, or offer food to a stranger.","[3092.0, 3099.0]",4.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation']
homeless.S39.Q3,homeless,3209,Why is it illegal to offer food to someone?,"[3183, 3208]",,,2.0,[],[],[]
homeless.S40.Q4,homeless,3233,What other laws are there against homeless people?,"[3209, 3232]",,,2.0,['Explicit:Contingency.Cause.Reason'],['Explicit:Contingency.Cause.Reason'],[]
homeless.S41.Q3,homeless,3370,How are homeless people going to pay citations?,"[3312, 3330]",They sometimes get seasonal jobs.,"[3533.0, 3557.0]",3.0,['NoRel:nan'],['NoRel:nan'],['NoRel:nan']
homeless.S43.Q3,homeless,3574,Why would anyone want to be homeless?,"[3418, 3441]",freedom,"[3702.0, 3709.0]",4.0,[],[],"['AltLex:Hypophora', 'Explicit:Comparison.Concession.Arg2-as-denier']"
homeless.S45.Q3,homeless,3711,What are some other responses?,"[3668, 3681]",,,2.0,['NoRel:nan'],['NoRel:nan'],[]
homeless.S19.Q4,homeless,1414,What are some unexpected things that you have seen?,"[1389, 1412]",,,1.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
homeless.S47.Q3,homeless,3938,How is the open road an escape?,"[3906, 3936]",liberation and rebellion,"[3941.0, 3980.0]",5.0,[],[],['NoRel:nan']
homeless.S33.Q4,homeless,2831,What can one do to lose their inner demons?,"[2776, 2800]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
homeless.S38.Q4,homeless,3154,What can we do to combat homelessness?,"[2990, 3020]",,,2.0,[],[],[]
homeless.S47.Q4,homeless,3938,How can we change society so that people can thrive instead of just trying to get by?,"[3711, 3743]",,,1.0,[],[],[]
homeless.S39.Q4,homeless,3209,Why would it be against the law to be kind?,"[3180, 3208]",,,1.0,[],[],[]
homeless.S41.Q4,homeless,3370,Were you also living on the street?,"[3257, 3284]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
homeless.S43.Q4,homeless,3574,Why would anyone live such a dangerous life?,"[3401, 3441]","Freedom is a common answer, but a lot of other answers are hinted at as well.","[3702.0, 3709.0]",4.0,[],[],"['AltLex:Hypophora', 'Explicit:Comparison.Concession.Arg2-as-denier']"
homeless.S45.Q4,homeless,3711,Is it freedom if you're in danger of being jailed all the time?,"[3702, 3709]","It's freedom from a demeaning job, and freedom to work the way you want, even if it's not freedom from fear or persecution.","[3750.0, 3789.0]",3.0,['NoRel:nan'],['NoRel:nan'],"['Explicit:Contingency.Condition.Arg2-as-cond', 'NoRel:nan']"
homeless.S23.Q5,homeless,1905,Why do those going not by choice go?,"[1758, 1799]",foster care dropouts and  teenage runaways,"[1991.0, 2029.0]",4.0,['Implicit:Comparison.Contrast'],['Implicit:Comparison.Contrast'],['Implicit:Comparison.Contrast']
homeless.S25.Q4,homeless,2068,But do those escaping abuse get abused in other ways?,"[2030, 2044]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
homeless.S14.Q5,homeless,1414,What types of sides are they seeing?,"[1367, 1412]",truckers and soccer moms,"[1598.0, 1634.0]",3.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Conjunction']"
homeless.S21.Q5,homeless,1635,Where do they go by train?,"[1527, 1545]",,,1.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
homeless.S27.Q5,homeless,2370,But aren't the slaving away in a different way at an illusion?,"[2294, 2334]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
homeless.S30.Q5,homeless,2776,What makes the life far from idyllic?,"[2723, 2774]","The life is dangerous, with addiction, trouble with law enforcement, and environmental dangers.","[2831.0, 2871.0]",5.0,['Implicit:Contingency.Cause.Reason'],['Implicit:Contingency.Cause.Reason'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
homeless.S37.Q5,homeless,3022,If it's such a hard life why is it against the law?,"[2980, 3020]",,,1.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],[]
homeless.S29.Q5,homeless,2655,What's their favorite type of produce?,"[2499, 2549]",,,1.0,[],[],[]
homeless.S35.Q5,homeless,2776,What are the aspects that aren't idyllic?,"[2723, 2775]",freight train injuries,"[2873.0, 2901.0]",5.0,['Implicit:Contingency.Cause.Reason'],['Implicit:Contingency.Cause.Reason'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Conjunction']"
homeless.S33.Q5,homeless,2831,Who makes these sacrifices?,"[2551, 2565]",The homeless,"[3002.0, 3010.0]",5.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Conjunction']"
homeless.S38.Q5,homeless,3154,What is a homeless person to do?,"[2961, 2984]",,,2.0,[],[],[]
homeless.S40.Q5,homeless,3233,What good are these laws?,"[3222, 3232]",,,1.0,['Explicit:Contingency.Cause.Reason'],['Explicit:Contingency.Cause.Reason'],[]
homeless.S44.Q5,homeless,3702,Why not seek help?,"[3658, 3681]",Freedom,"[3702.0, 3709.0]",4.0,[],[],"['AltLex:Hypophora', 'Explicit:Comparison.Concession.Arg2-as-denier']"
homeless.S46.Q5,homeless,3826,Is there dignity in homelessness?,"[3759, 3774]",Dignity in freedom by escape,"[3921.0, 3936.0]",3.0,[],[],['NoRel:nan']
homeless.S48.Q5,homeless,3982,Homelessness is rebellion from what?,"[3971, 3980]",,,1.0,[],[],[]
homeless.S42.Q5,homeless,3483,Why choose homelessness?,"[3418, 3441]",Freedom,"[3702.0, 3709.0]",5.0,[],[],"['AltLex:Hypophora', 'Explicit:Comparison.Concession.Arg2-as-denier']"
homeless.S25.Q5,homeless,2068,How old is the average traveler? ,"[1991, 2029]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
homeless.S39.Q5,homeless,3209,Why would it be illegal to offer food to a stranger?,"[3180, 3208]",,,1.0,[],[],[]
homeless.S41.Q5,homeless,3370,"Has the author been cited/hauled to jail for similar ""crimes""?","[3269, 3308]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
homeless.S43.Q5,homeless,3574,Why would people want to live this way?,"[3401, 3441]",Freedom,"[3658.0, 3709.0]",4.0,[],[],"['AltLex:Hypophora', 'Explicit:Comparison.Concession.Arg2-as-denier']"
homeless.S45.Q5,homeless,3711,Freedom from what or to do what?,"[3702, 3709]",to be sure of being able to live well and with dignity through work,"[3798.0, 3824.0]",3.0,['NoRel:nan'],['NoRel:nan'],"['Explicit:Contingency.Condition.Arg2-as-cond', 'NoRel:nan', 'Explicit:Contingency.Purpose.Arg2-as-goal', 'Implicit:Contingency.Purpose.Arg2-as-goal']"
homeless.S47.Q5,homeless,3938,How can we create this society?,"[3720, 3774]",,,1.0,[],[],[]
homeless.S2.Q3,homeless,239,Why did she want to run away?,"[105, 121]",,,2.0,['Implicit:Contingency.Cause.Reason'],[],[]
