id,source_id,source_cutoff,question_text,trigger_span,answer_text,answer_span,answer_score,snippet_has_arg1_of,trigger_has_arg1_of,answer_has_arg2_of
cities.S62.Q1,cities,4837,Shake the seating chart up how? ,"[4788, 4835]",Create interventions to reshape cities. ,"[5287.0, 5327.0]",4.0,['Implicit:Expansion.Conjunction'],[],"['AltLex:Hypophora', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Purpose.Arg2-as-goal']"
cities.S69.Q1,cities,5102,What does contribute to our development of diversity? ,"[5058, 5100]",Reshaping cities. ,"[5287.0, 5338.0]",3.0,"['Explicit:Contingency.Cause.Result', 'Explicit:Expansion.Conjunction']",['Explicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Purpose.Arg2-as-goal']"
cities.S53.Q2,cities,3944,What the heck is the Flamengo football team?,"[3895, 3917]",It seems like it could be a Rio-based football team.,"[4126.0, 4129.0]",3.0,['Explicit:Contingency.Cause+Belief.Result+Belief'],['Explicit:Contingency.Cause+Belief.Result+Belief'],"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']"
cities.S55.Q2,cities,4185,How is the representation different in Rio?,"[4035, 4070]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S57.Q2,cities,4342,"How was this data gathered so that it's ""richer""?","[4284, 4313]",,,1.0,['Explicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],['Explicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],[]
cities.S59.Q3,cities,4472,Is segregation high in Rio?,"[4437, 4448]",,,1.0,"['Implicit:Expansion.Equivalence', 'Implicit:Expansion.Conjunction']","['Implicit:Expansion.Equivalence', 'Implicit:Expansion.Conjunction']",[]
cities.S71.Q1,cities,5400,what is that capability?,"[5375, 5398]",documenting relationships to reshape cities. ,"[5790.0, 5819.0]",3.0,[],[],['Explicit:Expansion.Conjunction']
cities.S73.Q1,cities,5466,who bears responsibility? ,"[5412, 5436]",,,1.0,[],[],[]
cities.S75.Q1,cities,5821,what kind of cities?,"[5781, 5819]",,,1.0,[],[],[]
cities.S26.Q2,cities,2260,how are geeks taking over?,"[2219, 2258]",Gentrification ,"[2584.0, 2598.0]",4.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier', 'AltLex:Expansion.Level-of-detail.Arg2-as-detail']"
cities.S24.Q2,cities,2021,what's happening in San Francisco,"[1983, 2019]",Geeks and techies encompass the community. ,"[2153.0, 2189.0]",5.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Contrast', 'Explicit:Expansion.Conjunction']"
cities.S28.Q2,cities,2461,How big are twitter employees in SF?,"[2341, 2358]",They're stimulating gentrification ,"[2568.0, 2598.0]",3.0,"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier']","['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier']","['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier', 'AltLex:Expansion.Level-of-detail.Arg2-as-detail']"
cities.S32.Q2,cities,2745,How is this (Gentrification) hurting SF?,"[2639, 2673]",,,1.0,['Implicit:Expansion.Instantiation'],[],[]
cities.S36.Q2,cities,2880,how is the LGBT community not getting along?,"[2761, 2803]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']",[]
cities.S17.Q2,cities,1666,`How do sports connect people?,"[1617, 1664]",Under armor is the bridge between networks. ,"[1865.0, 1914.0]",3.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],"['NoRel:nan', 'Explicit:Expansion.Conjunction']"
cities.S22.Q2,cities,1916,How does under armor act as a bridge,"[1763, 1780]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S65.Q2,cities,4929,How is race a poor proxy for diversity,"[4886, 4927]",Different races are all over the map,"[4963.0, 5013.0]",4.0,"['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']","['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']","['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason']"
cities.S70.Q2,cities,5252,How to think of diversity in a new way,"[5228, 5250]",,,1.0,['Explicit:Expansion.Conjunction'],[],[]
cities.S72.Q2,cities,5447,How to change our cities for the better,"[5294, 5338]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S74.Q2,cities,5651,How do relationships enter this picture,"[5595, 5649]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S23.Q3,cities,1952,How does San Francisco bring people together?,"[1937, 1950]",San Francisco has a similar society and economy when compared to Baltimore. ,"[2054.0, 2083.0]",3.0,['EntRel:nan'],['EntRel:nan'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
cities.S25.Q3,cities,2135,How does San Francisco also differ when compared to Baltimore?,"[1972, 2019]",San Francisco has the IT/startup community,"[2158.0, 2201.0]",5.0,['Explicit:Expansion.Conjunction'],[],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Contrast', 'Explicit:Expansion.Conjunction']"
cities.S29.Q3,cities,2698,What brings these two groups together?,"[2584, 2598]",,,2.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S35.Q3,cities,2859,Why does the LGBT community not get along with the tecky/geeks?,"[2783, 2827]",,,1.0,[],[],[]
cities.S27.Q3,cities,2379,What other groups are in SF that relate?,"[2360, 2377]","San Francisco is becoming gentrified and polarizing the general community between the young and rich, and the native and poor.","[2423.0, 2459.0]",4.0,[],[],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
cities.S64.Q2,cities,4772,How have the kids arranged themselves?,"[4711, 4770]",,,1.0,"['Implicit:Comparison.Concession.Arg2-as-denier', 'Implicit:Expansion.Conjunction']",['Implicit:Comparison.Concession.Arg2-as-denier'],[]
cities.S68.Q2,cities,4929,Why is race a poor proxy for diversity?,"[4886, 4927]",,,1.0,"['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']","['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']",[]
cities.S14.Q3,cities,1553,Is country life better in some respects?,"[1174, 1207]",,,2.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],[]
cities.S21.Q3,cities,1763,Do sports bring all people together?,"[1608, 1664]",,,2.0,['NoRel:nan'],[],[]
cities.S72.Q3,cities,5447,What interventions would these be?,"[5287, 5338]",It says the first step is to document relationships between people but doesn't say what they would do with that information. ,"[5689.0, 5731.0]",3.0,['NoRel:nan'],['NoRel:nan'],"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Condition.Arg2-as-cond']"
cities.S65.Q3,cities,4929,How can you shake up how and where people live?,"[4777, 4822]",,,1.0,"['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']",[],[]
cities.S70.Q3,cities,5252,What new way is there to think about diversity?,"[5207, 5250]",,,1.0,['Explicit:Expansion.Conjunction'],[],[]
cities.S74.Q3,cities,5651,How can you get involved in changing relationships?,"[5595, 5649]","It says it starts with documenting relationships, but doesn't entirely clarify what you can do with that information. ","[5676.0, 5717.0]",3.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Condition.Arg2-as-cond']"
cities.S6.Q3,cities,461,It's not a standard geographic map.,"[439, 459]",This map is about the relationships that people have.,"[471.0, 525.0]",4.0,"['Implicit:Expansion.Substitution.Arg2-as-subst', 'Explicit:nan']",['Implicit:Expansion.Substitution.Arg2-as-subst'],['Implicit:Expansion.Substitution.Arg2-as-subst']
cities.S8.Q3,cities,730,Each dot is a person.,"[589, 612]",On the green side are one type of people.,"[747.0, 761.0]",4.0,"['EntRel:nan', 'Explicit:nan']",['EntRel:nan'],['EntRel:nan']
cities.S10.Q3,cities,1034,The other side are the minorities.,"[862, 894]",This is what we call our part of the network.,"[1093.0, 1112.0]",3.0,['Explicit:nan'],[],[]
cities.S12.Q3,cities,1209,Our network seems like it is a small town.,"[1174, 1207]",There is a different group of people on the other end.,"[1339.0, 1370.0]",4.0,"['Implicit:Contingency.Cause+Belief.Reason+Belief', 'Implicit:Expansion.Equivalence']","['Implicit:Contingency.Cause+Belief.Reason+Belief', 'Implicit:Expansion.Equivalence']",['NoRel:nan']
cities.S16.Q3,cities,1509,They feel like they are living in the DC or Maryland area.,"[1444, 1497]",There is something that connects the two communities.,"[1608.0, 1645.0]",4.0,[],[],['Explicit:Comparison.Contrast']
cities.S20.Q3,cities,1666,Sports connects the two communities.,"[1651, 1664]",There are plenty of sports teams and even companies that bridge the two ends of the network.,"[1666.0, 1695.0]",3.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation']
cities.S2.Q3,cities,386,We always think maps are roads and streets.,"[128, 168]",I'm going to show you a new kind of map.,"[395.0, 429.0]",4.0,"['Implicit:Expansion.Conjunction', 'Explicit:nan']",[],['Implicit:Expansion.Conjunction']
cities.S56.Q2,cities,4211,What data do you have?,"[4185, 4209]",Data about cities,"[4230.0, 4276.0]",5.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
cities.S58.Q2,cities,4369,What is richer than any data set?,"[4296, 4309]",,,1.0,[],[],[]
cities.S60.Q2,cities,4578,Why is segregation a social construct?,"[4437, 4470]",,,1.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
cities.S49.Q2,cities,3882,Is there metal music?,"[3679, 3723]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",['Explicit:Expansion.Conjunction'],[]
cities.S54.Q2,cities,4072,What else gets represented?,"[4026, 4070]",Cities,"[4266.0, 4272.0]",4.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']","['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']",['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
cities.S16.Q4,cities,1509,Why are they not fully exploring te city?,"[1272, 1313]",,,1.0,[],[],[]
cities.S2.Q4,cities,386,What are some of these other ways?,"[316, 356]",By mapping relationships between people in a town.,"[471.0, 525.0]",4.0,"['Implicit:Expansion.Conjunction', 'Explicit:nan']",['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Substitution.Arg2-as-subst']
cities.S6.Q4,cities,461,What is new about this kind of map?,"[414, 429]",It is a map of the relationships between people in a town.,"[471.0, 525.0]",3.0,"['Implicit:Expansion.Substitution.Arg2-as-subst', 'Explicit:nan']",[],['Implicit:Expansion.Substitution.Arg2-as-subst']
cities.S8.Q4,cities,730,How many communities are there?,"[700, 728]",,,2.0,"['EntRel:nan', 'Explicit:nan']",['EntRel:nan'],[]
cities.S10.Q4,cities,1034,What kind of things are they concerned about?,"[972, 1013]",Hip hop music,"[1421.0, 1434.0]",3.0,['Explicit:nan'],[],['NoRel:nan']
cities.S12.Q4,cities,1209,How small is it?,"[1192, 1207]",,,1.0,"['Implicit:Contingency.Cause+Belief.Reason+Belief', 'Implicit:Expansion.Equivalence']","['Implicit:Contingency.Cause+Belief.Reason+Belief', 'Implicit:Expansion.Equivalence']",[]
cities.S30.Q2,cities,2859,Why are they not getting along?,"[2761, 2817]",,,1.0,[],[],[]
cities.S37.Q2,cities,2917,What changes?,"[2880, 2915]",He has photo proof,"[2957.0, 2978.0]",4.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
cities.S39.Q2,cities,3131,What is the photo containing?,"[2957, 2962]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S41.Q2,cities,3326,What do you mean by mixed up?,"[3316, 3324]",He means in diversity,"[3338.0, 3350.0]",5.0,['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence']
cities.S43.Q2,cities,3499,How come it's not working in baltimore or san fran but it is in rio?,"[3370, 3396]",,,1.0,"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']",[],[]
cities.S45.Q2,cities,3679,How can we have the same thing in the united states?,"[3610, 3629]",,,1.0,['AltLex:Expansion.Instantiation'],['AltLex:Expansion.Instantiation'],[]
cities.S51.Q2,cities,3864,Why can't we have something like this in america.,"[3826, 3862]",,,1.0,"['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct', 'Explicit:Expansion.Conjunction']",['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],[]
cities.S25.Q4,cities,2135,What is the downfall?,"[2021, 2036]",geeks and techies taking over the network,"[2219.0, 2258.0]",5.0,['Explicit:Expansion.Conjunction'],[],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Contrast', 'Explicit:Expansion.Conjunction']"
cities.S27.Q4,cities,2379,What problems has this caused?,"[2158, 2180]",tension over gentrification and new tech companies,"[2490.0, 2502.0]",5.0,[],[],"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier']"
cities.S29.Q4,cities,2698,What is the outcome of all this tension?,"[2555, 2577]",the different groups aren't getting along,"[2779.0, 2803.0]",5.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],"['Explicit:Comparison.Concession.Arg2-as-denier', 'Implicit:Expansion.Instantiation']"
cities.S35.Q4,cities,2859,Has anything been done to solve this problem?,"[2702, 2743]",,,1.0,[],[],[]
cities.S20.Q4,cities,1666,What kind of sports connect the communities?,"[1647, 1664]","Football, baseball, swimming.","[1678.0, 1747.0]",4.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation']
cities.S46.Q3,cities,3864,What is TEDxRio?,"[3499, 3506]",A section of a website for Rio that you can click on. ,"[4089.0, 4129.0]",4.0,"['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct', 'Explicit:Expansion.Conjunction']",[],"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']"
cities.S53.Q3,cities,3944,What type of website is this? ,"[3891, 3942]",A description of a website dedicated for Rio. ,"[4126.0, 4183.0]",4.0,['Explicit:Contingency.Cause+Belief.Result+Belief'],['Explicit:Contingency.Cause+Belief.Result+Belief'],"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']"
cities.S55.Q3,cities,4185,What exactly is being described in whole here? ,"[3974, 4024]",This is describing a website dedicated towards informing others about the City of Rio. ,"[4235.0, 4276.0]",3.0,['NoRel:nan'],['NoRel:nan'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
cities.S57.Q3,cities,4342,"Is the website for all cities, or exclusively Rio? ","[4242, 4276]",,,1.0,['Explicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],['Explicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],[]
cities.S59.Q4,cities,4472,What exactly is the purpose of what is being explained? ,"[4404, 4428]",A website designed to inform others about Rio culture. ,"[4578.0, 4604.0]",4.0,"['Implicit:Expansion.Equivalence', 'Implicit:Expansion.Conjunction']",['Implicit:Expansion.Conjunction'],"['AltLex:Hypophora', 'Explicit:Expansion.Conjunction']"
cities.S14.Q4,cities,1553,Is this a good place to live?,"[1174, 1208]",community connection is a positive reason to enjoy a city,"[1585.0, 1636.0]",3.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast']
cities.S21.Q4,cities,1763,Are the communities united in other ways?,"[1637, 1645]","Under Armour acts as a bridge, connecting the communities","[1870.0, 1914.0]",5.0,['NoRel:nan'],[],"['NoRel:nan', 'Explicit:Expansion.Conjunction']"
cities.S23.Q4,cities,1952,How is San Francisco like Baltimore?,"[1922, 1950]",San Francisco's situation is different than Baltimore's situation,"[1960.0, 2002.0]",5.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
cities.S61.Q4,cities,4707,Who is this data aimed at helping?,"[4578, 4609]",,,2.0,"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],[]
cities.S67.Q4,cities,4837,How are they going to 'shake up the seating chart'?,"[4783, 4822]",,,2.0,['Implicit:Expansion.Conjunction'],[],[]
cities.S30.Q3,cities,2859,How could these communities get along better?,"[2779, 2803]",,,1.0,[],[],[]
cities.S37.Q3,cities,2917,What does it lead to?,"[2887, 2915]",It leads to the Evict Twitter movement.,"[2917.0, 2932.0]",3.0,['EntRel:nan'],['EntRel:nan'],[]
cities.S39.Q3,cities,3131,What is happening on the ground in San Francisco?,"[2993, 3024]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S41.Q3,cities,3326,What's mixed up about Rio?,"[3316, 3324]","People are involved with government, newspapers, politics, and columnists.","[3439.0, 3497.0]",4.0,['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence'],['NoRel:nan']
cities.S43.Q3,cities,3499,What makes the city heterogenous?,"[3338, 3355]",,,1.0,"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']",[],[]
cities.S45.Q3,cities,3679,What kinds of music are they interested in?,"[3653, 3677]","They like Justin Bieber, boy bands, country, gospel, funk, and rap.","[3731.0, 3785.0]",5.0,['AltLex:Expansion.Instantiation'],['AltLex:Expansion.Instantiation'],['Implicit:Expansion.Conjunction']
cities.S41.Q4,cities,3326,What is happening in Rio de Janeiro?,"[3301, 3324]",It has all types of people and a diverse group in higher powers.,"[3333.0, 3355.0]",4.0,['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence']
cities.S43.Q4,cities,3499,What other good traits does Rio de Janeiro have?,"[3405, 3447]",There is a lot of diversity in music.,"[3653.0, 3677.0]",4.0,"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']","['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']","['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']"
cities.S45.Q4,cities,3679,How else is Rio de Janeiro diverse?,"[3599, 3619]","There is a football team amongst musicians, stand up comedians and different types of fans. ","[3895.0, 3942.0]",3.0,['AltLex:Expansion.Instantiation'],['AltLex:Expansion.Instantiation'],"['Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']"
cities.S51.Q3,cities,3864,Is there a drug problem in Rio de Janeiro?,"[3826, 3852]",,,1.0,"['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct', 'Explicit:Expansion.Conjunction']",['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],[]
cities.S30.Q4,cities,2859,Who else don't the LGBT community get along with?,"[2761, 2808]",the music community,"[2859.0, 2879.0]",5.0,[],[],"['Explicit:Comparison.Concession.Arg2-as-denier', 'Implicit:Expansion.Instantiation']"
cities.S37.Q4,cities,2917,What types of things does it lead to?,"[2887, 2915]",It seems as if people are getting evicted.,"[2917.0, 2924.0]",3.0,['EntRel:nan'],['EntRel:nan'],[]
cities.S51.Q4,cities,3864,What kind of drugs?,"[3847, 3852]",,,1.0,"['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct', 'Explicit:Expansion.Conjunction']",['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],[]
cities.S39.Q4,cities,3131,How many people are being evicted?,"[3103, 3129]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S62.Q2,cities,4837,What are they doing?,"[4472, 4507]",Determining diversity across populations,"[5038.0, 5100.0]",4.0,['Implicit:Expansion.Conjunction'],[],"['AltLex:Hypophora', 'Implicit:Expansion.Conjunction']"
cities.S69.Q2,cities,5102,What else contributes to diversity?,"[5022, 5068]",,,2.0,"['Explicit:Contingency.Cause.Result', 'Explicit:Expansion.Conjunction']",['Explicit:Contingency.Cause.Result'],[]
cities.S36.Q3,cities,2880,Why can't the different communities get along?,"[2779, 2803]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']",[]
cities.S71.Q2,cities,5400,Why does the individual think they have the capability?,"[5357, 5398]",The individual thinks documenting relationships will help create positive cities.,"[5689.0, 5731.0]",4.0,[],[],"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Condition.Arg2-as-cond']"
cities.S73.Q2,cities,5466,"What is a city, as described by this individual?","[5447, 5465]",The population residing in it.,"[5595.0, 5649.0]",5.0,[],[],"['AltLex:Hypophora', 'Explicit:Comparison.Contrast']"
cities.S75.Q2,cities,5821,What is ideal for this individual?,"[5781, 5819]",,,1.0,[],[],[]
cities.S17.Q3,cities,1666,How does sports connect the two communities?,"[1608, 1664]",,,2.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],[]
cities.S22.Q3,cities,1916,What sport did Michael Phelps play?,"[1733, 1747]",,,1.0,['NoRel:nan'],[],[]
cities.S24.Q3,cities,2021,What different is happening?,"[1983, 2002]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
cities.S26.Q3,cities,2260,What kind of network is the geeks taking over?,"[2219, 2230]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S28.Q3,cities,2461,Why is this group distinct?,"[2292, 2303]",,,1.0,"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier']","['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier']",[]
cities.S32.Q3,cities,2745,What tension?,"[2494, 2502]",LGBT and geek community tension,"[2779.0, 2803.0]",4.0,['Implicit:Expansion.Instantiation'],[],"['Explicit:Comparison.Concession.Arg2-as-denier', 'Implicit:Expansion.Instantiation']"
cities.S22.Q4,cities,1916,How do sports bring these two ends together?,"[1846, 1876]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S62.Q3,cities,4837,How would you shake it up?,"[4796, 4835]",,,2.0,['Implicit:Expansion.Conjunction'],[],[]
cities.S69.Q3,cities,5102,what does contribute to the development of diversity? ,"[5038, 5100]",,,1.0,"['Explicit:Contingency.Cause.Result', 'Explicit:Expansion.Conjunction']",['Explicit:Contingency.Cause.Result'],[]
cities.S71.Q3,cities,5400,What are those interventions? ,"[5287, 5338]",,,2.0,[],[],[]
cities.S73.Q3,cities,5466,Why is it your responsibility?,"[5412, 5445]",,,1.0,[],[],[]
cities.S75.Q3,cities,5821,How will documenting help diversity?,"[5689, 5731]",,,1.0,[],[],[]
cities.S24.Q4,cities,2021,What's happening in San Francisco that's different?,"[1960, 2019]",There are different groups in San Francisco too but the geeks are taking over.,"[2184.0, 2230.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Contrast', 'Explicit:Expansion.Conjunction']"
cities.S26.Q4,cities,2260,If the techies are taking over the top half who's at the bottom?,"[2219, 2258]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S28.Q4,cities,2461,What does twitter have to do with hip-hop?,"[2419, 2459]",Twitter people are part of a movement that has people worried about gentrification.,"[2584.0, 2629.0]",4.0,"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier']","['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier']","['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier', 'AltLex:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Conjunction']"
cities.S32.Q4,cities,2745,Why would people be tense about new wealth coming into the city?,"[2639, 2687]",It seems like the text is saying new wealth leads to new groups of people coming in who don't get along with the current group living there.,"[2887.0, 2934.0]",3.0,['Implicit:Expansion.Instantiation'],[],"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']"
cities.S36.Q4,cities,2880,Aren't there LGBT people who are part of that same community?,"[2761, 2803]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']",[]
cities.S70.Q4,cities,5252,What new way is that?,"[5243, 5250]",,,2.0,['Explicit:Expansion.Conjunction'],[],[]
cities.S72.Q4,cities,5447,What kinds of interventions?,"[5294, 5307]",Documenting relationships in a more authentic way.,"[5689.0, 5731.0]",3.0,['NoRel:nan'],['NoRel:nan'],"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Condition.Arg2-as-cond']"
cities.S74.Q4,cities,5651,What kinds of relationships?,"[5595, 5619]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S58.Q3,cities,4369,Are they taking things from social media and then applying them to how cities are represented?,"[4230, 4272]",,,2.0,[],[],[]
cities.S60.Q3,cities,4578,What type of segregation are they speaking of?,"[4437, 4470]",People find groups to cling to,"[4718.0, 4770.0]",3.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['AltLex:Hypophora', 'Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']"
cities.S65.Q4,cities,4929,Is this about analyzing diversity?,"[4918, 4927]",They are studying how we approach thinking about diversity.,"[5196.0, 5237.0]",5.0,"['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']","['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']","['AltLex:Hypophora', 'Explicit:Contingency.Cause.Result']"
cities.S49.Q3,cities,3882,Is that about a music streaming platform?,"[3623, 3677]","Whatever this is, also looks at sports and arts","[3974.0, 4014.0]",4.0,"['Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],['Explicit:Contingency.Cause+Belief.Result+Belief']
cities.S54.Q3,cities,4072,Is this a social media platform?,"[4035, 4070]",They are talking about diversity in Rio,"[4126.0, 4183.0]",5.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']","['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']","['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']"
cities.S56.Q3,cities,4211,Where is the data from?,"[4191, 4209]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
